# Topic name : Ansible
# Description : Ansible is a simple and powerful automation engine.
# Github topic URL : https://github.com/topics/ansible
user_name,repo_name,repo_url,forks,stars,tags,languages_used
khuedoan,homelab,https://github.com/khuedoan/homelab,630.0,7200.0,"['docker', 'kubernetes', 'ansible', 'devops', 'vault', 'terraform', 'fedora', 'helm', 'netboot', 'self-hosting', 'pxe', 'homelab', 'kustomize', 'argocd', 'k3s']","{'Go': '31.5%', 'HCL': '22.5%', 'Python': '18.4%', 'Jinja': '11.9%', 'Makefile': '6.9%', 'Shell': '6.3%'}"
Tikam02,DevOps-Guide,https://github.com/Tikam02/DevOps-Guide,1400.0,7200.0,"['python', 'git', 'linux', 'docker', 'kubernetes', 'jenkins', 'ansible', 'devops', 'networking', 'containers', 'grafana', 'interview', 'ci-cd', 'cheatsheet', 'kubernetes-monitoring', 'hacktoberfest', 'devops-cheatsheets', 'hacktoberfest2020', 'hacktoberfest-2020']","{'HTML': '69.7%', 'CSS': '9.1%', 'JavaScript': '8.6%', 'Python': '7.2%', 'Dockerfile': '5.4%'}"
geerlingguy,mac-dev-playbook,https://github.com/geerlingguy/mac-dev-playbook,1700.0,5500.0,"['macos', 'setup', 'homebrew', 'mac', 'ansible', 'automation', 'playbook', 'developer']","{'Shell': '62.3%', 'Jinja': '37.7%'}"
rundeck,rundeck,https://github.com/rundeck/rundeck,878.0,5100.0,"['java', 'ansible', 'devops', 'automation', 'ops', 'deployment', 'scheduler', 'rundeck', 'audit', 'orchestration', 'operations', 'sre', 'devops-tools', 'hacktoberfest', 'runbook', 'devops-team']","{'Groovy': '56.7%', 'Java': '22.4%', 'JavaScript': '10.6%', 'Vue': '2.9%', 'SCSS': '2.7%', 'TypeScript': '2.1%'}"
KubeOperator,KubeOperator,https://github.com/KubeOperator/KubeOperator,856.0,4800.0,"['docker', 'kubernetes', 'lightweight', 'ansible', 'containers', 'terraform', 'openstack', 'paas', 'k8s', 'vmware-vsphere', 'kubeapps', 'kubernetes-installer']",{'Go': '99.6%'}
netbootxyz,netboot.xyz,https://github.com/netbootxyz/netboot.xyz,548.0,4700.0,"['linux', 'docker', 'ansible', 'install', 'dhcp', 'installer', 'ipxe', 'netboot', 'pxelinux', 'boot', 'provisioning', 'menu', 'tftp', 'pxe', 'operating-systems', 'hacktoberfest', 'liveos', 'baremetal', 'pxeboot', 'netbootxyz']","{'Jinja': '95.1%', 'Shell': '3.3%', 'C': '1.2%', 'Dockerfile': '0.4%'}"
clong,DetectionLab,https://github.com/clong/DetectionLab,961.0,4300.0,"['ansible', 'vagrant', 'packer', 'powershell', 'terraform', 'detection', 'dfir', 'vagrantfile', 'sysmon', 'osquery', 'information-security', 'lab-environment', 'detectionlab', 'dfir-automation']","{'HTML': '79.3%', 'PowerShell': '9.6%', 'Shell': '6.4%', 'HCL': '3.5%', 'Batchfile': '0.9%', 'Ruby': '0.2%', 'AutoHotkey': '0.1%'}"
ansible,molecule,https://github.com/ansible/molecule,640.0,3700.0,"['python', 'testing', 'ansible', 'testinfra', 'hacktoberfest', 'testing-framework', 'podman', 'molecule-driver', 'cookiecutter-ansible', 'ansible-devtools', 'supports-dot-config', 'pep-621']",{'Python': '99.2%'}
opendevops-cn,opendevops,https://github.com/opendevops-cn/opendevops,987.0,3500.0,"['docker', 'ansible', 'devops', 'demo', 'task', 'ops', 'vue', 'ci', 'cd', 'docker-compose', 'crontab', 'tornado', 'saltstack', 'cmdb', 'k8s', 'itsm', 'iview', 'opendevops']","{'Python': '94.6%', 'Shell': '5.3%'}"
dev-sec,ansible-collection-hardening,https://github.com/dev-sec/ansible-collection-hardening,669.0,3400.0,"['linux', 'nginx', 'ansible', 'protection', 'collection', 'playbook', 'role', 'devsec', 'hardening', 'hacktoberfest', 'sysctl', 'ansible-collection', 'os-hardening', 'mysql-hardening', 'ssh-hardening', 'nginx-hardening']",{'Jinja': '100.0%'}
