# Topic name : 3D
# Description : 3D refers to the use of three-dimensional graphics, modeling, and animation in various industries.
# Github topic URL : https://github.com/topics/3d
user_name,repo_name,repo_url,forks,stars,tags,languages_used
metafizzy,zdog,https://github.com/metafizzy/zdog,394.0,10000.0,"['svg', 'canvas', '3d']",{'JavaScript': '100.0%'}
blender,blender,https://github.com/blender/blender,1600.0,9800.0,"['animation', 'rendering', 'computer-graphics', 'modeling', 'b3d', '3d']","{'C': '69.6%', 'C++': '21.0%', 'Python': '6.2%', 'CMake': '1.4%', 'GLSL': '1.1%', 'Shell': '0.2%'}"
isl-org,Open3D,https://github.com/isl-org/Open3D,2100.0,9600.0,"['visualization', 'python', 'machine-learning', 'arm', 'gui', 'opengl', 'cpp', 'tensorflow', 'gpu', 'rendering', 'computer-graphics', 'cuda', 'pytorch', 'registration', 'reconstruction', '3d', 'odometry', 'pointcloud', 'mesh-processing', '3d-perception']","{'C++': '81.9%', 'Python': '7.7%', 'Cuda': '6.5%', 'CMake': '1.5%', 'JavaScript': '0.9%', 'C': '0.5%'}"
timzhang642,3D-Machine-Learning,https://github.com/timzhang642/3D-Machine-Learning,1800.0,9200.0,"['machine-learning', 'voxel', 'point-cloud', 'primitives', 'mesh', 'neural-networks', 'papers', 'constructive-solid-geometries', '3d', '3d-reconstruction']",{}
a1studmuffin,SpaceshipGenerator,https://github.com/a1studmuffin/SpaceshipGenerator,434.0,7500.0,"['python', 'procedural-generation', 'blender-scripts', 'game-development', '3d', 'spaceship']",{'Python': '100.0%'}
nerfstudio-project,nerfstudio,https://github.com/nerfstudio-project/nerfstudio,852.0,6900.0,"['machine-learning', 'computer-vision', 'deep-learning', 'pytorch', 'photogrammetry', 'nerf', '3d', '3d-reconstruction', '3d-graphics']","{'Python': '89.7%', 'JavaScript': '8.0%', 'TypeScript': '1.0%', 'Shell': '0.4%', 'SCSS': '0.4%', 'Dockerfile': '0.3%', 'HTML': '0.2%'}"
domlysz,BlenderGIS,https://github.com/domlysz/BlenderGIS,1300.0,6800.0,"['python', 'map', 'blender', 'addon', 'openstreetmap', 'geospatial', 'gis', 'geodata', 'raster', 'shapefile', 'georeferencing', 'dem', '3d', 'delaunay-triangulation', '3dgis', 'importexport', 'terrain-model', 'basemap', '3d-map']",{'Python': '100.0%'}
FyroxEngine,Fyrox,https://github.com/FyroxEngine/Fyrox,304.0,6700.0,"['rust', 'gamedev', 'gui', 'game-engine', 'engine', 'rendering', 'game-development', 'rust-lang', '3d', '3d-engine']","{'Rust': '98.1%', 'GLSL': '1.9%'}"
google,model-viewer,https://github.com/google/model-viewer,742.0,6100.0,"['webcomponents', 'augmented-reality', 'three-js', 'gltf', 'glb', 'model-viewer', '3d', '3d-models', 'webxr', 'magic-leap']","{'TypeScript': '73.5%', 'HTML': '16.5%', 'Python': '4.6%', 'JavaScript': '3.2%', 'Shell': '1.1%', 'CSS': '1.1%'}"
openscad,openscad,https://github.com/openscad/openscad,1100.0,6000.0,"['windows', 'macos', 'linux', 'c-plus-plus', 'opengl', 'qt5', 'c-plus-plus-14', 'openscad', '3d-printing', '3d', '3d-graphics', '3d-models', 'dxf-files']","{'C++': '61.7%', 'C': '24.5%', 'OpenSCAD': '4.0%', 'Shell': '2.9%', 'CMake': '2.3%', 'Python': '1.4%'}"
