# Topic name : Arduino
# Description : Arduino is an open source platform for building electronic devices.
# Github topic URL : https://github.com/topics/arduino
user_name,repo_name,repo_url,forks,stars,tags,languages_used
bblanchon,ArduinoJson,https://github.com/bblanchon/ArduinoJson,1100.0,6300.0,"['iot', 'c-plus-plus', 'arduino', 'esp8266', 'json', 'embedded', 'esp32', 'arduino-library']","{'C++': '98.4%', 'CMake': '1.1%'}"
tzapu,WiFiManager,https://github.com/tzapu/WiFiManager,1900.0,6000.0,"['arduino', 'esp8266', 'captive', 'wifimanager', 'configuration-portal']","{'C++': '67.2%', 'C': '22.6%', 'HTML': '8.6%'}"
olikraus,u8g2,https://github.com/olikraus/u8g2,956.0,4300.0,"['arduino', 'font', 'microcontroller', 'lcd', 'display', 'embedded-systems', 'oled', 'u8g2', 'monochrome-displays']","{'C': '89.7%', 'C++': '9.3%', 'Uno': '0.7%', 'Makefile': '0.2%', 'Shell': '0.1%', 'Roff': '0.0%'}"
ClemensElflein,OpenMower,https://github.com/ClemensElflein/OpenMower,202.0,4100.0,"['raspberry-pi', 'arduino', 'robot', 'robotics', 'gps', 'ros', 'rtk', 'path-finding', 'landscaping', 'lawn-mower', 'robomow']","{'C': '53.1%', 'C++': '46.0%'}"
Arduino-IRremote,Arduino-IRremote,https://github.com/Arduino-IRremote/Arduino-IRremote,1700.0,4100.0,"['arduino', 'library', 'remote', 'arduino-library', 'infrared']","{'C++': '91.1%', 'C': '8.9%'}"
arduino,arduino-cli,https://github.com/arduino/arduino-cli,359.0,4000.0,"['cli', 'golang', 'arduino', 'command-line', 'tooling-team']",{'Go': '99.6%'}
hybridgroup,cylon,https://github.com/hybridgroup/cylon,380.0,4000.0,"['javascript', 'raspberry-pi', 'iot', 'arduino', 'beaglebone-black', 'gpio', 'robotics', 'i2c', 'internet-of-things', 'bluetooth-low-energy', 'sphero', 'chip', 'intel-joule', 'drones', 'intel-edison']","{'JavaScript': '99.5%', 'Makefile': '0.5%'}"
blynkkk,blynk-library,https://github.com/blynkkk/blynk-library,1400.0,3700.0,"['raspberry-pi', 'iot', 'arduino', 'esp8266', 'embedded', 'ota', 'hardware', 'esp32', 'mbed', 'wifi', 'bluetooth', 'internet-of-things', 'particle-photon', 'iot-platform', 'bluetooth-low-energy', 'gsm', 'ethernet-shield', 'espressif']","{'C++': '69.9%', 'C': '12.8%', 'Python': '11.5%', 'Java': '3.1%', 'Shell': '1.4%', 'Makefile': '0.7%'}"
Serial-Studio,Serial-Studio,https://github.com/Serial-Studio/Serial-Studio,572.0,3700.0,"['iot', 'arduino', 'qt', 'microcontroller', 'embedded', 'csv', 'serial', 'graph', 'network', 'projects', 'ground-station', 'cansat', 'serial-studio']","{'C++': '53.4%', 'C': '40.4%', 'QML': '4.4%', 'QMake': '0.6%', 'Objective-C++': '0.5%', 'CSS': '0.4%'}"
NerdLang,nerd,https://github.com/NerdLang/nerd,130.0,3500.0,"['nodejs', 'arduino', 'js', 'wasm', 'raspberry', 'compilation']","{'C++': '65.2%', 'JavaScript': '21.4%', 'C': '13.4%'}"
